Day,T,TM,Tm,H,PP,VV,V,VM,RA,SN,TS,FG,month,year,RA_tomor
26,21.3,25.8,17.7,66.0,0.0,10.0,12.6,22.2,0,0,0,0,9,2015,1
29,26.6,34.5,19.5,62.0,0.0,10.1,7.0,18.3,0,0,0,0,8,2012,0
11,27.1,33.3,18.9,45.0,0.0,10.0,8.5,20.6,0,0,0,0,6,2014,0
21,11.9,19.0,5.5,68.0,0.0,9.8,4.8,13.0,0,0,0,0,2,2016,0
1,11.1,15.2,7.0,74.0,3.56,10.0,15.0,27.8,1,0,0,0,3,2015,0
21,25.5,31.0,22.8,63.0,0.0,10.0,15.7,25.9,0,0,0,0,10,2013,0
21,26.5,30.6,24.0,63.0,0.0,9.0,23.2,37.0,1,0,0,0,8,2013,0
10,13.2,20.1,8.9,67.0,0.0,11.3,7.4,13.0,0,0,0,0,1,2011,1
6,29.2,35.5,24.0,60.0,0.0,10.0,9.8,20.6,0,0,0,0,8,2015,0
27,27.7,35.0,23.0,46.0,0.0,10.0,16.5,25.9,0,0,0,0,6,2016,0
12,16.7,22.0,12.0,80.0,0.0,10.3,6.1,16.5,1,0,0,0,11,2011,0
13,20.9,26.2,16.6,67.0,0.0,7.9,5.6,14.8,0,0,0,0,10,2008,0
31,15.1,18.0,10.0,73.0,0.0,10.0,10.2,20.6,0,0,0,0,12,2014,1
9,32.6,44.1,27.9,32.0,0.0,10.0,11.1,31.7,0,0,0,0,7,2019,0
3,27.7,33.2,22.0,70.0,0.0,9.7,11.1,25.9,0,0,0,0,8,2013,0
17,12.1,15.4,9.0,70.0,0.0,10.0,15.9,25.9,0,0,0,0,2,2016,0
10,24.9,29.4,21.6,51.0,0.0,10.0,21.3,33.5,0,0,0,0,7,2014,1
1,24.1,27.0,21.0,75.0,2.29,9.0,12.6,24.1,1,0,1,0,9,2013,0
19,16.1,23.7,9.6,63.0,0.0,11.1,10.0,16.5,0,0,0,0,3,2010,0
26,24.5,29.3,19.2,64.0,0.0,9.8,13.7,25.9,0,0,0,0,9,2019,0
22,11.4,18.6,7.0,63.0,0.76,10.0,8.3,14.8,0,0,0,0,1,2014,1
25,12.3,14.6,11.0,77.0,0.0,9.5,15.0,31.3,1,0,0,0,1,2012,0
1,16.1,21.0,13.0,72.0,0.0,10.5,17.2,24.1,0,0,0,0,4,2011,0
5,13.8,16.6,11.8,70.0,0.0,10.0,18.7,29.4,0,0,0,0,1,2020,0
10,29.3,36.3,23.0,56.0,0.0,10.0,6.5,14.8,0,0,0,0,8,2019,0
6,10.7,16.0,7.0,70.0,0.0,9.8,12.0,16.5,0,0,0,0,1,2009,0
17,25.8,31.0,21.9,54.0,0.51,9.8,14.8,29.4,1,0,1,0,8,2014,0
20,11.8,19.1,4.6,71.0,0.25,9.7,5.0,16.5,0,0,0,0,2,2019,0
24,23.8,29.2,20.0,56.0,0.0,11.3,24.4,37.0,0,0,0,0,6,2013,0
3,10.3,15.3,5.6,73.0,0.0,10.1,8.5,16.5,1,0,0,0,3,2011,1
15,18.6,23.0,11.8,71.0,0.0,8.7,19.4,35.2,1,0,0,0,3,2011,1
7,25.6,30.0,23.0,58.0,0.0,9.5,14.8,25.9,0,0,0,0,9,2015,1
24,13.7,17.0,11.0,69.0,1.02,10.3,11.5,25.9,1,0,0,0,11,2010,1
17,10.7,16.4,5.2,62.0,0.25,9.5,8.0,14.8,0,0,0,0,2,2019,0
2,20.8,26.0,14.4,71.0,0.0,10.0,8.9,22.2,0,0,0,0,6,2015,0
4,7.2,10.0,5.0,77.0,4.32,8.0,15.2,25.9,1,0,0,0,2,2012,0
30,23.3,31.0,15.0,66.0,0.0,8.9,12.4,31.3,1,0,0,0,5,2009,1
11,31.6,41.0,21.4,41.0,0.0,10.0,10.7,25.9,0,0,0,0,7,2017,0
28,10.9,14.0,9.0,81.0,1.78,9.7,9.8,31.7,1,0,0,0,2,2015,1
29,13.8,17.5,10.0,69.0,0.0,10.1,17.8,27.8,0,0,0,0,12,2012,1
6,17.9,25.0,14.7,74.0,0.0,8.9,14.8,37.0,1,0,1,0,3,2013,0
7,24.7,30.0,21.0,48.0,0.0,10.0,15.2,24.1,0,0,0,0,9,2019,1
28,24.5,31.0,18.0,57.0,0.0,11.3,6.7,18.3,0,0,0,0,6,2010,0
9,13.1,16.2,9.0,69.0,0.25,10.6,20.6,31.3,1,0,0,0,1,2012,0
6,23.4,29.9,15.9,54.0,0.0,9.5,9.6,22.2,0,0,0,0,6,2010,0
22,26.6,32.0,22.0,54.0,0.0,10.0,25.0,38.9,0,0,0,0,7,2014,0
21,17.4,18.4,16.0,84.0,2.29,8.2,12.4,27.8,1,0,1,0,5,2011,1
11,7.4,11.5,4.3,75.0,8.13,9.0,12.2,25.9,1,0,1,0,1,2019,1
7,17.8,23.6,12.3,73.0,1.27,9.3,7.2,18.3,0,0,0,0,5,2018,0
22,18.1,22.0,16.0,69.0,0.25,9.8,11.1,22.2,1,0,0,0,4,2021,1
17,19.1,24.3,14.0,56.0,0.0,11.1,10.0,20.6,0,0,0,0,5,2011,0
30,19.7,27.0,10.7,58.0,0.0,8.2,14.6,31.3,0,0,0,0,4,2010,0
8,17.9,25.4,14.0,52.0,0.0,11.1,7.0,14.8,0,0,0,0,11,2011,0
30,14.4,19.3,10.0,67.0,0.0,9.2,11.7,22.2,1,0,0,0,1,2014,1
1,21.3,27.0,15.0,48.0,0.0,10.0,15.0,29.4,0,0,0,0,5,2020,0
16,20.2,26.0,17.0,66.0,0.0,10.0,7.0,16.5,0,0,0,0,10,2015,0
29,26.2,32.2,20.0,51.0,0.0,10.9,13.9,27.8,0,0,0,0,6,2010,0
26,26.6,32.5,21.8,60.0,0.0,11.1,14.6,27.8,0,0,0,0,8,2008,0
15,28.2,34.0,24.0,67.0,0.0,10.6,8.1,16.5,0,0,0,0,8,2012,0
28,10.6,15.0,7.0,84.0,25.15,9.0,6.5,14.8,1,0,0,0,12,2011,1
26,27.6,36.0,18.5,53.0,0.0,10.0,11.7,24.1,1,0,0,0,8,2014,0
21,30.0,36.9,24.4,57.0,0.0,10.3,14.8,29.4,0,0,0,0,7,2010,0
2,12.8,20.1,8.0,73.0,0.0,9.3,6.9,13.0,1,0,0,0,1,2009,1
9,20.3,26.5,15.1,62.0,0.0,10.0,7.6,14.8,0,0,0,0,10,2017,0
9,24.2,30.0,17.0,54.0,0.0,10.0,8.7,22.2,0,0,0,0,6,2014,0
10,26.8,30.4,23.0,69.0,0.0,10.0,8.7,16.5,0,0,0,0,9,2013,1
18,13.4,15.3,10.0,86.0,2.03,9.0,11.1,18.3,1,0,0,0,1,2010,0
13,20.6,28.0,14.3,42.0,0.0,10.0,10.9,20.6,0,0,0,0,5,2021,0
16,26.9,34.6,17.7,46.0,0.0,10.6,14.3,29.4,0,0,0,0,6,2013,0
1,24.5,29.6,18.6,54.0,0.0,11.3,15.4,27.8,0,0,0,0,9,2010,1
23,28.1,35.2,23.6,57.0,0.0,10.0,10.0,24.1,0,0,0,0,8,2019,0
18,19.3,27.0,12.0,44.0,0.0,10.0,12.8,25.9,0,0,0,0,4,2017,0
15,30.1,35.5,26.0,67.0,0.0,10.0,8.0,18.3,0,0,0,0,8,2021,0
1,23.3,28.0,19.6,66.0,0.0,10.0,16.9,35.2,1,0,0,0,11,2021,0
6,8.7,10.5,6.6,81.0,3.81,7.6,31.7,44.3,1,0,1,0,3,2009,1
15,23.8,28.0,20.8,69.0,0.0,10.1,19.4,31.3,0,0,1,0,9,2010,0
24,18.2,21.0,16.0,86.0,10.92,9.5,9.8,18.3,1,0,1,0,5,2010,0
31,30.3,37.0,24.0,45.0,0.0,10.0,14.3,27.8,0,0,0,0,7,2012,0
2,20.7,30.5,15.8,60.0,0.0,8.9,24.6,42.4,0,0,0,0,5,2011,0
11,24.1,31.0,17.3,61.0,0.0,10.5,7.0,18.3,0,0,0,0,6,2009,0
7,13.8,20.0,7.8,75.0,0.0,9.2,6.9,18.3,0,0,0,0,4,2020,0
11,24.6,29.3,20.7,57.0,0.51,11.3,15.2,27.8,0,0,0,0,9,2009,0
27,14.6,17.0,12.8,69.0,0.0,11.1,19.8,37.0,0,0,0,0,12,2012,0
5,15.6,18.4,13.0,73.0,0.0,10.0,11.3,22.2,1,0,0,0,12,2016,0
22,16.2,23.1,12.0,80.0,0.0,6.6,4.3,13.0,0,0,0,0,11,2009,0
4,24.3,30.7,19.0,55.0,0.0,11.3,17.8,29.4,0,0,0,0,9,2012,0
3,22.6,30.0,19.0,68.0,0.0,10.0,11.3,31.7,0,0,0,0,11,2021,0
1,15.3,20.3,11.5,73.0,0.0,10.0,14.3,24.1,0,0,0,0,12,2015,0
11,11.9,14.3,9.8,67.0,17.53,9.7,24.6,50.0,1,0,0,0,12,2021,0
18,23.3,28.0,19.0,65.0,0.0,10.0,17.4,27.8,1,0,1,0,6,2016,1
27,18.3,23.4,14.0,68.0,0.0,9.3,13.1,33.5,1,0,0,0,4,2015,0
16,30.1,34.1,27.0,72.0,0.0,10.0,21.1,29.4,0,0,0,0,8,2009,1
30,13.1,16.3,8.8,84.0,0.0,10.6,7.0,24.1,1,0,0,0,12,2012,0
4,14.2,20.1,8.8,71.0,0.0,9.7,10.6,24.1,0,0,0,0,3,2008,1
13,25.4,32.0,18.5,54.0,0.0,10.0,10.0,18.3,0,0,0,0,10,2015,0
22,25.1,31.3,18.0,51.0,0.0,10.0,11.1,20.6,0,0,0,0,6,2015,0
24,13.1,17.3,10.0,73.0,0.0,10.0,10.0,18.3,0,0,0,0,2,2012,0
8,29.9,38.0,25.8,47.0,0.0,10.0,11.5,27.8,0,0,0,0,7,2021,0
31,20.6,25.0,16.0,74.0,1.52,9.5,11.3,24.1,0,0,0,0,5,2015,0
8,8.9,14.1,5.4,72.0,0.0,9.3,18.7,33.5,1,0,0,0,2,2015,1
16,17.5,26.1,10.7,55.0,0.0,9.8,11.5,22.2,0,0,0,0,2,2014,0
27,21.7,26.5,17.9,63.0,0.0,10.9,13.7,25.9,0,0,0,0,6,2013,0
25,24.0,30.0,20.0,73.0,0.25,9.2,10.2,33.5,1,0,1,0,9,2011,0
21,26.9,33.4,21.0,56.0,0.0,10.0,7.8,18.3,0,0,0,0,7,2021,0
15,12.7,19.0,7.9,79.0,0.0,8.5,5.7,14.8,0,0,0,0,3,2012,0
28,32.2,40.4,24.7,21.0,0.0,10.0,15.6,24.1,0,0,0,0,7,2021,0
10,15.1,20.4,12.0,49.0,0.0,9.7,16.5,33.5,1,0,0,0,11,2019,1
17,15.9,18.4,13.0,75.0,0.25,11.1,14.6,22.2,1,0,0,0,12,2012,1
6,30.8,39.1,23.8,43.0,0.0,10.0,10.0,18.3,0,0,0,0,8,2021,0
8,26.8,31.5,22.7,62.0,0.0,10.5,11.9,25.9,0,0,0,0,9,2010,1
21,22.0,27.3,17.9,52.0,0.0,9.7,16.5,24.1,0,0,0,0,10,2020,0
20,11.6,17.0,8.0,69.0,0.76,9.5,9.8,16.5,0,0,0,0,1,2019,0
23,24.6,27.5,22.9,70.0,0.0,10.0,27.2,51.9,0,0,0,0,10,2019,1
12,27.4,35.0,19.8,49.0,0.0,10.0,7.6,20.6,0,0,0,0,7,2020,0
8,11.4,13.0,8.5,76.0,0.0,7.7,9.3,13.0,0,0,0,0,2,2011,0
4,10.7,14.0,9.0,76.0,1.52,8.2,11.9,20.6,1,0,1,0,12,2010,0
9,28.1,33.5,25.0,53.0,0.0,10.0,17.0,31.7,0,0,0,0,7,2021,0
22,14.2,16.4,12.0,80.0,4.57,9.0,20.2,31.3,1,0,0,0,12,2012,0
12,11.9,16.2,8.8,84.0,3.56,9.3,9.4,22.2,1,0,0,0,1,2020,1
26,11.1,17.0,6.0,68.0,2.03,10.0,10.6,16.5,0,0,0,0,1,2017,0
16,12.9,17.9,8.0,74.0,0.0,7.9,5.6,20.6,0,0,0,0,3,2016,1
25,20.4,24.3,14.0,63.0,0.0,10.6,9.4,20.6,0,0,0,0,12,2009,1
3,21.7,27.5,15.3,45.0,0.0,11.3,12.8,24.1,0,0,0,0,6,2013,0
6,26.8,34.0,21.0,61.0,0.0,9.2,8.3,22.2,0,0,0,0,7,2014,0
13,25.1,31.0,17.6,40.0,0.0,10.0,6.1,14.8,0,0,0,0,6,2021,0
18,28.4,35.4,20.2,45.0,0.0,10.1,23.2,37.0,0,0,0,0,6,2013,0
21,24.5,30.0,17.0,63.0,0.0,10.0,12.0,24.1,0,0,0,0,10,2019,0
2,30.7,41.3,23.5,53.0,0.0,10.1,9.3,27.8,0,0,0,0,8,2009,0
22,25.3,31.0,21.4,45.0,0.0,10.0,23.9,29.4,0,0,0,0,6,2020,0
10,27.0,31.5,24.0,53.0,0.0,10.0,30.6,44.6,0,0,0,0,8,2013,0
10,30.1,35.1,25.0,51.0,0.0,9.8,10.7,25.9,1,0,1,0,7,2016,0
2,11.7,16.0,5.7,68.0,0.0,10.0,7.0,16.5,1,0,0,0,1,2013,1
21,9.1,14.0,-4.1,69.0,0.0,11.3,8.3,14.8,0,0,0,0,2,2009,1
27,11.8,17.0,-4.7,64.0,0.0,8.0,17.4,29.4,1,0,0,0,12,2017,1
21,24.2,29.3,19.9,56.0,0.0,10.0,11.1,22.2,0,0,0,0,9,2016,0
4,27.2,34.0,22.0,70.0,0.0,10.0,7.0,22.2,0,0,0,0,8,2014,0
4,30.9,38.9,24.4,41.0,0.0,11.3,13.3,31.3,0,0,0,0,8,2011,0
28,12.1,18.2,7.0,85.0,0.0,8.4,5.6,11.1,0,0,0,0,12,2015,0
29,15.7,25.6,7.0,68.0,0.0,10.0,8.7,20.6,0,0,0,0,2,2020,0
21,10.8,16.0,8.0,63.0,0.0,10.3,16.7,35.2,0,0,0,0,1,2011,1
18,13.6,16.0,11.0,83.0,0.51,8.5,10.9,22.2,1,0,0,0,2,2018,0
31,21.6,31.3,11.6,48.0,0.0,9.0,14.3,27.8,0,0,0,0,3,2016,0
3,10.9,14.0,9.8,79.0,3.05,8.9,17.4,27.8,1,0,1,0,2,2011,0
11,15.8,20.4,12.0,61.0,0.25,11.3,16.3,33.5,1,0,0,0,3,2013,0
4,21.1,26.6,16.0,63.0,0.0,10.0,10.2,20.6,0,0,0,0,5,2020,0
14,20.7,27.0,14.8,63.0,0.0,8.9,7.0,14.8,0,0,0,0,10,2008,0
9,14.3,20.4,9.0,67.0,0.0,10.0,7.4,14.8,0,0,0,0,1,2016,0
29,26.9,34.1,20.0,60.0,0.0,11.1,10.4,27.8,0,0,1,0,7,2010,0
26,11.5,15.4,9.8,82.0,23.11,8.5,17.6,27.8,1,0,0,0,2,2015,0
12,29.9,36.1,24.0,64.0,0.0,10.9,8.0,46.5,1,0,1,0,8,2009,1
16,29.6,36.0,23.0,51.0,0.0,9.8,13.3,25.9,0,0,0,0,7,2015,0
20,30.9,39.0,22.0,44.0,0.0,10.6,12.8,27.8,0,0,0,0,7,2012,0
28,20.7,25.0,15.0,50.0,0.0,10.0,11.7,20.6,0,0,0,0,5,2020,0
15,22.3,26.1,18.5,67.0,3.05,10.3,19.4,35.2,1,0,0,0,9,2008,1
12,28.3,34.6,23.0,63.0,0.0,10.0,17.2,25.9,0,0,0,0,9,2015,0
20,15.1,18.0,10.0,73.0,0.0,10.0,10.2,20.6,0,0,0,0,11,2018,0
8,12.7,14.5,11.6,90.0,32.26,8.7,10.9,20.6,1,0,0,0,3,2010,1
26,13.9,20.0,8.6,73.0,0.0,9.7,6.7,16.5,0,0,0,0,3,2017,0
12,15.8,20.5,12.0,57.0,0.0,10.0,16.5,40.7,0,0,0,0,3,2018,1
19,22.6,28.2,17.1,82.0,0.0,9.5,4.6,16.5,0,0,0,0,10,2014,0
29,11.8,20.0,7.8,82.0,0.0,7.9,7.6,11.1,0,0,0,0,1,2008,0
25,25.5,30.4,22.0,48.0,0.0,10.5,25.0,33.5,0,0,0,0,6,2011,0
5,20.5,27.0,15.6,59.0,0.0,10.0,8.0,18.3,0,0,0,0,11,2019,1
27,17.2,22.0,11.3,71.0,0.0,11.3,11.1,29.4,0,0,0,0,2,2010,0
28,15.8,21.2,11.7,59.0,0.25,10.0,17.2,31.7,1,0,0,0,3,2018,0
21,30.8,36.0,26.0,50.0,0.0,10.0,14.1,22.2,0,0,0,0,8,2020,0
4,24.0,29.6,19.7,75.0,0.0,9.8,5.6,20.6,0,0,0,0,10,2016,0
7,13.2,22.1,9.0,81.0,0.0,8.2,4.8,14.8,0,0,0,0,12,2009,0
22,17.8,20.2,14.5,57.0,0.51,10.0,30.4,51.9,0,0,0,0,12,2019,0
28,22.4,27.5,20.0,66.0,0.0,9.7,11.9,22.2,0,0,0,0,5,2010,1
3,20.2,28.0,15.3,65.0,0.0,10.0,7.2,16.5,0,0,0,0,11,2013,0
1,19.1,25.0,12.0,61.0,0.0,8.4,15.2,37.0,1,0,0,0,12,2010,0
11,15.1,18.0,10.0,73.0,0.0,10.0,10.2,20.6,0,0,0,0,11,2016,1
22,22.3,27.0,17.8,69.0,4.57,10.0,8.9,20.6,0,0,0,0,9,2008,0
26,12.4,15.1,10.6,58.0,2.54,9.5,15.2,24.1,1,0,0,0,11,2013,1
15,26.1,31.0,22.7,60.0,0.25,9.8,10.2,29.4,1,0,1,0,7,2020,0
14,30.0,38.0,26.0,56.0,0.0,9.5,13.7,31.3,1,0,0,0,8,2010,0
26,25.2,34.0,18.8,61.0,0.51,9.2,5.0,14.8,0,0,0,0,10,2016,1
4,16.1,20.0,11.8,63.0,0.0,10.0,10.9,24.1,0,0,0,0,3,2017,0
7,31.2,38.2,23.5,39.0,0.0,9.5,6.9,13.0,0,0,0,0,7,2019,0
31,19.0,24.0,13.7,66.0,0.0,10.0,16.7,29.4,0,0,0,0,5,2019,0
4,10.2,14.3,8.0,75.0,0.76,9.2,16.1,27.8,1,0,0,0,12,2017,0
7,9.7,17.8,4.2,77.0,0.0,8.9,4.6,9.4,0,0,0,0,12,2017,0
14,17.9,21.3,15.4,79.0,16.26,9.7,16.3,29.4,1,0,0,0,11,2013,1
7,29.0,35.7,22.0,50.0,0.0,10.0,13.3,31.7,0,0,0,0,7,2014,0
27,27.1,32.0,23.0,50.0,0.0,10.0,21.3,33.5,0,0,0,0,7,2017,0
7,14.8,18.0,12.7,78.0,0.0,8.9,10.6,18.3,1,0,0,0,12,2008,0
25,28.9,36.3,22.0,47.0,0.0,10.0,7.2,20.6,0,0,0,0,8,2011,0
7,25.3,32.1,19.5,60.0,0.0,9.3,8.1,22.2,0,0,0,0,6,2015,0
26,26.7,32.0,22.0,58.0,0.0,9.3,12.4,25.9,0,0,0,0,6,2019,0
23,27.5,34.0,20.4,42.0,0.0,11.3,7.6,18.3,0,0,0,0,6,2012,0
5,21.8,26.0,18.0,51.0,0.0,11.4,8.9,18.3,0,0,0,0,6,2008,0
10,27.1,32.5,21.0,63.0,0.0,11.3,10.9,22.2,0,0,0,0,7,2010,0
13,18.1,23.0,13.6,62.0,0.0,10.0,20.4,31.7,0,0,0,0,4,2020,0
17,20.4,25.0,16.0,86.0,0.51,8.0,11.5,27.8,1,0,1,0,10,2018,1
18,15.4,17.0,14.6,78.0,0.0,9.5,18.1,27.8,1,0,0,0,12,2016,0
4,18.2,21.4,15.3,82.0,7.62,9.5,14.4,31.3,1,0,1,0,11,2010,1
14,13.2,19.0,8.0,64.0,0.0,11.3,3.1,11.1,0,0,0,0,12,2012,0
8,26.1,33.0,20.0,65.0,0.0,10.1,8.9,22.2,0,0,0,0,9,2012,0
13,17.7,23.3,12.5,70.0,0.0,11.1,6.5,16.5,0,0,0,0,4,2013,0
3,24.7,29.0,21.5,80.0,0.0,9.7,7.2,20.6,0,0,0,0,10,2016,0
23,27.4,32.7,23.0,59.0,0.0,9.7,13.9,31.7,0,0,0,0,9,2014,1
18,25.3,32.0,17.9,46.0,0.0,10.0,9.4,22.2,0,0,0,0,6,2020,0
17,29.0,36.0,22.6,56.0,0.0,9.0,6.3,16.5,0,0,0,0,7,2010,0
30,28.7,35.3,22.9,55.0,0.0,10.0,11.3,29.4,0,0,0,0,7,2018,0
5,15.6,23.0,10.0,62.0,0.0,9.7,12.2,24.1,0,0,0,0,2,2009,1
4,21.8,23.6,19.7,86.0,13.46,8.4,10.9,16.5,1,0,1,0,10,2017,1
10,16.3,21.0,12.0,69.0,0.0,10.0,10.9,24.1,0,0,0,0,4,2014,0
13,30.2,35.5,26.6,52.0,0.0,10.0,18.1,42.4,0,0,0,0,8,2019,0
11,11.9,18.4,8.3,70.0,0.0,9.5,5.4,14.8,0,0,0,0,12,2011,0
30,14.4,20.2,8.0,76.0,0.25,8.5,7.2,18.3,0,0,0,1,3,2021,0
18,25.6,30.6,21.0,55.0,0.0,11.1,20.6,29.4,0,0,0,0,6,2008,0
23,12.9,16.1,10.5,84.0,23.37,9.5,15.9,29.4,1,0,0,0,2,2012,0
4,10.3,14.6,7.2,77.0,9.14,9.2,19.6,35.2,1,0,1,0,2,2019,1
24,15.1,19.0,12.8,78.0,0.0,10.0,12.6,24.1,0,0,0,0,12,2016,1
6,15.8,20.6,12.0,63.0,0.0,11.3,12.6,18.3,0,0,0,0,12,2008,1
3,14.4,20.2,10.0,65.0,0.0,9.2,6.9,13.0,0,0,0,0,1,2014,0
23,17.2,24.3,9.6,68.0,0.25,9.3,13.1,31.7,0,0,0,0,3,2017,0
27,12.4,15.6,10.7,75.0,18.29,9.0,16.5,31.7,1,0,0,0,12,2014,1
16,11.7,16.1,6.4,64.0,2.03,10.0,19.8,35.2,1,0,1,0,1,2013,1
29,20.0,28.5,14.9,51.0,0.0,9.5,13.0,25.9,0,0,0,0,4,2008,0
22,16.9,22.0,10.0,65.0,0.0,9.2,7.4,18.3,0,0,0,0,4,2015,0
8,14.7,19.0,12.0,75.0,0.25,10.0,15.2,24.1,0,0,0,0,12,2018,0
14,15.7,23.4,9.3,65.0,0.0,9.0,4.1,16.5,0,0,0,0,4,2015,0
3,26.6,32.5,22.6,62.0,0.0,10.0,16.5,31.7,0,0,0,0,8,2016,0
22,25.6,32.0,20.0,58.0,0.0,10.1,8.0,22.2,0,0,0,0,6,2018,0
11,15.8,20.1,12.5,50.0,0.0,9.0,20.9,40.7,0,0,0,0,3,2019,0
6,22.9,27.7,17.6,75.0,0.0,9.7,5.9,13.0,1,0,1,0,10,2016,0
29,30.8,39.8,24.5,41.0,0.0,10.0,13.3,24.1,1,0,1,0,6,2014,1
26,23.0,32.0,16.0,42.0,0.0,10.9,15.6,27.8,0,0,0,0,4,2012,0
19,15.8,21.0,12.0,88.0,3.3,8.5,4.4,9.4,1,0,1,0,11,2016,0
1,30.7,37.0,25.6,58.0,0.0,11.1,14.4,24.1,0,0,0,0,9,2011,0
15,8.1,13.1,3.9,69.0,1.52,9.2,19.8,31.3,1,0,0,0,2,2012,1
10,13.5,17.0,9.5,74.0,3.56,8.4,22.6,33.5,1,0,1,0,12,2014,1
11,26.7,35.0,19.0,40.0,0.0,11.3,11.9,22.2,0,0,0,0,6,2012,0
11,26.9,33.1,22.4,64.0,0.0,10.0,18.1,27.8,0,0,0,0,6,2015,0
11,23.9,28.2,20.7,75.0,0.0,9.2,15.7,27.8,0,0,0,0,6,2010,0
26,10.4,14.1,7.8,66.0,9.14,9.5,21.5,35.2,1,0,1,0,1,2019,0
26,23.8,32.0,14.0,55.0,0.0,10.6,13.7,27.8,0,0,0,0,5,2010,1
29,24.7,31.0,19.0,62.0,0.0,10.0,10.6,25.9,0,0,0,0,6,2018,0
9,14.0,19.0,9.0,80.0,0.25,8.5,7.2,16.5,0,0,0,0,12,2015,1
15,13.9,15.4,12.9,86.0,5.59,8.9,8.3,14.8,1,0,0,0,4,2021,1
2,21.7,28.0,16.0,55.0,0.0,10.0,17.2,29.4,0,0,0,0,5,2020,0
26,18.4,23.0,16.8,82.0,1.02,8.9,7.0,14.8,1,0,1,0,4,2020,0
13,22.7,28.1,18.0,74.0,0.0,9.7,16.5,31.3,1,0,1,0,9,2012,1
16,18.0,27.0,8.5,61.0,0.0,10.8,13.0,27.8,0,0,0,0,4,2008,0
26,21.3,28.1,15.7,72.0,0.0,8.5,10.2,22.2,0,0,0,1,5,2012,0
2,31.2,40.0,24.0,37.0,0.0,10.0,8.5,22.2,0,0,0,0,8,2020,1
25,24.7,31.1,21.0,68.0,0.0,9.7,8.1,18.3,0,0,0,0,9,2019,0
5,17.1,26.0,11.4,45.0,0.0,10.0,10.9,20.6,0,0,0,0,2,2021,0
5,14.0,18.2,10.4,75.0,11.18,9.8,8.3,18.3,1,0,0,0,12,2013,1
7,11.9,17.3,7.7,75.0,0.0,9.8,8.9,16.5,0,0,0,0,1,2015,0
27,18.7,21.0,17.0,82.0,1.02,9.7,11.7,20.6,1,0,0,0,10,2021,1
23,14.8,18.0,12.0,77.0,0.76,9.5,15.0,31.3,1,0,0,0,4,2013,1
1,13.6,17.2,11.3,66.0,0.0,10.0,18.3,33.5,0,0,0,0,1,2019,0
13,24.4,27.2,22.5,69.0,0.0,9.8,6.9,13.0,1,0,0,0,9,2018,0
7,21.6,27.8,15.9,79.0,0.0,9.7,6.7,13.0,0,0,0,0,10,2018,0
26,9.9,13.0,8.0,71.0,0.0,10.3,15.7,31.3,1,0,0,0,12,2010,0
5,25.1,31.9,18.5,66.0,0.0,9.7,8.5,20.6,0,0,0,0,9,2014,0
29,22.6,27.7,18.0,64.0,0.0,10.0,12.8,22.2,0,0,0,0,9,2018,0
27,28.4,34.0,23.9,58.0,0.0,10.0,12.0,24.1,0,0,0,0,7,2015,0
24,12.4,17.0,6.4,77.0,0.0,10.6,12.6,24.1,0,0,0,0,1,2010,0
5,23.0,28.0,20.0,72.0,0.0,10.0,8.7,20.6,0,0,0,0,10,2016,1
18,25.8,29.5,22.9,69.0,0.0,10.0,15.7,24.1,0,0,0,0,6,2017,0
15,17.0,25.8,10.0,70.0,0.0,9.2,7.6,16.5,0,0,0,0,2,2014,0
16,20.8,26.7,16.0,45.0,0.0,10.0,11.5,25.9,0,0,0,0,5,2016,0
8,31.2,39.0,24.6,53.0,0.0,9.8,8.5,18.3,0,0,0,0,8,2011,0
8,11.8,13.0,10.0,90.0,1.52,8.0,9.3,18.3,1,0,0,0,1,2020,1
2,14.4,19.2,10.4,73.0,0.0,9.7,12.0,24.1,1,0,0,0,12,2020,1
12,20.1,25.9,14.0,62.0,0.0,11.1,10.9,24.1,0,0,0,0,5,2010,0
24,18.5,24.3,12.0,50.0,0.0,10.9,16.3,29.4,0,0,0,0,4,2008,0
18,18.4,23.0,15.0,70.0,0.0,10.0,13.0,25.9,0,0,0,0,11,2015,1
11,13.6,17.0,10.2,75.0,4.57,9.7,13.0,22.2,1,0,0,0,12,2020,1
29,16.5,21.0,10.0,62.0,0.0,10.3,16.5,31.3,0,0,0,0,11,2010,0
30,23.6,29.1,19.9,60.0,0.0,11.3,20.7,35.2,0,0,0,0,6,2013,0
15,11.7,15.3,9.0,76.0,0.0,10.5,8.0,16.5,0,0,0,0,1,2009,0
8,15.0,16.3,13.0,91.0,0.25,8.4,3.5,13.0,1,0,0,0,4,2010,1
20,11.2,16.0,7.4,68.0,0.0,11.3,18.7,27.8,0,0,0,0,1,2012,1
9,19.3,24.5,15.4,53.0,0.0,11.3,16.7,31.3,0,0,0,0,11,2010,1
26,28.7,33.7,24.6,70.0,0.0,10.0,11.5,18.3,0,0,0,0,9,2021,0
27,18.4,24.0,14.8,74.0,0.0,10.5,9.6,20.6,0,0,0,0,10,2009,0
9,24.4,28.0,22.0,61.0,0.0,10.8,11.5,18.3,0,0,0,0,6,2012,0
15,9.0,13.1,4.7,60.0,8.89,10.1,32.8,50.0,1,0,0,0,3,2013,0
22,22.6,28.0,18.7,66.0,0.0,10.0,14.8,29.4,0,0,0,0,6,2016,0
